time,New Orleans,pts.away,score,pts.home,Houston
8:05.0,N. Cole misses 2-pt shot from 4 ft (block by J. Harden),,87-88,,
8:03.0,,,87-88,,Defensive rebound by J. Harden
7:55.0,,,87-88,,J. Harden misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by I. Smith,,87-88,,
7:39.0,R. Anderson misses 2-pt shot from 3 ft,,87-88,,
7:38.0,Offensive rebound by O. Asik,,87-88,,
7:37.0,O. Asik misses 2-pt shot from 2 ft,,87-88,,
7:36.0,,,87-88,,Defensive rebound by D. Howard
7:33.0,,,87-88,,Turnover by T. Lawson (bad pass; steal by T. Douglas)
7:13.0,R. Anderson misses 3-pt shot from 25 ft,,87-88,,
7:12.0,Offensive rebound by I. Smith,,87-88,,
7:05.0,T. Douglas misses 3-pt shot from 27 ft,,87-88,,
7:05.0,,,87-88,,Defensive rebound by D. Howard
6:54.0,,,87-90,2,J. Harden makes 2-pt shot from 1 ft
6:54.0,,,87-90,,Shooting foul by R. Anderson (drawn by J. Harden)
6:54.0,,,87-90,,T. Ariza enters the game for C. Brewer
6:54.0,A. Davis enters the game for R. Anderson,,87-90,,
6:54.0,T. Evans enters the game for I. Smith,,87-90,,
6:54.0,E. Gordon enters the game for T. Douglas,,87-90,,
6:54.0,,,87-91,1,J. Harden makes free throw 1 of 1
6:29.0,T. Evans misses 2-pt shot from 10 ft,,87-91,,
6:28.0,Offensive rebound by O. Asik,,87-91,,
6:28.0,O. Asik misses 2-pt shot at rim,,87-91,,
6:27.0,,,87-91,,Defensive rebound by J. Harden
6:20.0,A. Gee enters the game for N. Cole,,87-91,,
6:20.0,,,87-91,,C. Brewer enters the game for J. Harden
6:20.0,Jump ball: T. Evans vs. T. Lawson (A. Davis gains possession),,,,Jump ball: T. Evans vs. T. Lawson (A. Davis gains possession)
6:20.0,,,87-91,,Turnover by T. Lawson (lost ball; steal by A. Davis)
5:57.0,A. Davis misses 2-pt shot from 9 ft,,87-91,,
5:56.0,,,87-91,,Defensive rebound by D. Howard
5:51.0,,,87-91,,C. Brewer misses 2-pt shot from 1 ft
5:50.0,Defensive rebound by A. Davis,,87-91,,
5:35.0,Turnover by A. Gee (lost ball; steal by P. Beverley),,87-91,,
5:24.0,,,87-94,3,T. Ariza makes 3-pt shot from 23 ft (assist by T. Lawson)
5:08.0,Turnover by E. Gordon (lost ball; steal by C. Brewer),,87-94,,
5:04.0,,,87-96,2,P. Beverley makes 2-pt shot from 2 ft (assist by C. Brewer)
5:03.0,New Orleans full timeout,,87-96,,
5:03.0,,,87-96,,J. Harden enters the game for T. Lawson
5:03.0,R. Anderson enters the game for O. Asik,,87-96,,
4:51.0,A. Davis misses 2-pt shot from 17 ft,,87-96,,
4:48.0,Offensive rebound by A. Gee,,87-96,,
4:39.0,,,87-96,,Shooting block foul by P. Beverley (drawn by A. Gee)
4:39.0,A. Gee makes free throw 1 of 2,1,88-96,,
4:39.0,A. Gee makes free throw 2 of 2,1,89-96,,
4:26.0,,,89-96,,J. Harden misses 2-pt shot from 16 ft
4:25.0,Defensive rebound by A. Davis,,89-96,,
4:11.0,A. Davis makes 2-pt shot from 20 ft (assist by T. Evans),2,91-96,,
3:53.0,,,91-96,,D. Howard misses 2-pt shot from 6 ft
3:51.0,Defensive rebound by R. Anderson,,91-96,,
3:50.0,Turnover by T. Evans (lost ball; steal by C. Brewer),,91-96,,
3:44.0,,,91-96,,T. Ariza misses 3-pt shot from 25 ft
3:43.0,Defensive rebound by T. Evans,,91-96,,
3:29.0,Shooting foul by T. Ariza (drawn by T. Evans),,91-96,,
3:29.0,T. Evans makes free throw 1 of 2,1,92-96,,
3:29.0,,,92-96,,T. Lawson enters the game for P. Beverley
3:29.0,T. Evans misses free throw 2 of 2,,92-96,,
3:29.0,,,92-96,,Defensive rebound by T. Ariza
3:13.0,,,92-99,3,J. Harden makes 3-pt shot from 25 ft
2:58.0,A. Davis misses 2-pt shot from 2 ft,,92-99,,
2:57.0,Offensive rebound by R. Anderson,,92-99,,
2:57.0,R. Anderson makes 2-pt shot from 1 ft,2,94-99,,
2:32.0,,,94-99,,J. Harden misses 2-pt shot from 1 ft
2:31.0,,,94-99,,Offensive rebound by D. Howard
2:30.0,,,94-101,2,D. Howard makes 2-pt shot from 1 ft
2:22.0,,,94-101,,Personal take foul by T. Lawson (drawn by A. Davis)
2:22.0,,,94-101,,Houston full timeout
2:09.0,E. Gordon misses 3-pt shot from 23 ft,,94-101,,
2:08.0,,,94-101,,Defensive rebound by D. Howard
1:47.0,,,94-101,,J. Harden misses 3-pt shot from 24 ft
1:46.0,Defensive rebound by A. Davis,,94-101,,
1:40.0,T. Evans misses 2-pt shot from 2 ft,,94-101,,
1:39.0,,,94-101,,Defensive rebound by J. Harden
1:39.0,Personal foul by A. Davis (drawn by J. Harden),,94-101,,
1:14.0,,,94-101,,J. Harden misses 3-pt shot from 24 ft
1:14.0,Defensive rebound by Team,,94-101,,
1:14.0,,,94-101,,Personal foul by D. Howard (drawn by A. Davis)
1:14.0,A. Davis makes free throw 1 of 2,1,95-101,,
1:14.0,N. Cole enters the game for E. Gordon,,95-101,,
1:14.0,A. Davis makes free throw 2 of 2,1,96-101,,
1:14.0,Personal take foul by N. Cole (drawn by D. Howard),,96-101,,
1:14.0,,,96-102,1,D. Howard makes free throw 1 of 2
1:14.0,,,96-102,,P. Beverley enters the game for T. Lawson
1:14.0,,,96-103,1,D. Howard makes free throw 2 of 2
1:14.0,New Orleans full timeout,,96-103,,
1:02.0,R. Anderson misses 3-pt shot from 24 ft,,96-103,,
1:01.0,,,96-103,,Defensive rebound by C. Brewer
0:45.0,,,96-105,2,P. Beverley makes 2-pt shot from 10 ft
0:35.0,A. Davis makes 2-pt shot at rim (assist by N. Cole),2,98-105,,
0:30.0,Personal take foul by N. Cole (drawn by C. Brewer),,98-105,,
0:30.0,,,98-106,1,C. Brewer makes free throw 1 of 2
0:30.0,,,98-107,1,C. Brewer makes free throw 2 of 2
0:30.0,New Orleans full timeout,,98-107,,
0:30.0,,,98-107,,Away from play foul by D. Howard (drawn by A. Davis)
0:30.0,,,98-107,,T. Jones enters the game for D. Howard
0:30.0,A. Davis makes free throw 1 of 1,1,99-107,,
0:26.0,A. Davis makes 2-pt shot from 17 ft,2,101-107,,
0:25.0,Personal take foul by R. Anderson (drawn by C. Brewer),,101-107,,
0:25.0,,,101-107,,C. Brewer misses free throw 1 of 2
0:25.0,,,101-107,,Offensive rebound by Team
0:25.0,,,101-108,1,C. Brewer makes free throw 2 of 2
0:18.0,R. Anderson misses 3-pt shot from 24 ft,,101-108,,
0:17.0,,,101-108,,Defensive rebound by P. Beverley
0:00.0,End of 4th quarter,,,,End of 4th quarter
